399234,1721,0
399234,2141,0
72066,66,1
72066,4472,0
268674,2361,0
268674,946,0
203394,4848,0
203394,3599,0
334722,4760,0
72834,606,0
269442,121,0
269442,4659,0
204162,20,0
400770,2217,0
400770,1131,0
138882,598,0
335490,3734,0
73602,4618,0
73602,1301,0
73602,2582,0
270210,3402,0
270210,2238,0
8322,3323,1
401538,1102,0
336258,946,0
74370,3080,0
270978,2821,0
140418,133,0
75138,3614,0
9858,3536,0
9858,1573,0
206466,4022,0
206466,1370,0
141186,1910,0
75906,3266,1
272514,3828,0
207234,2099,0
141954,862,0
76674,1900,0
76674,4585,0
208002,1923,0
404610,2273,0
142722,1097,0
274050,4022,0
208770,3173,0
340098,3667,0
340098,1944,0
78210,2136,0
274818,3525,0
274818,503,0
406146,250,0
144258,4760,0
78978,183,0
275586,2072,0
13698,2711,0
210306,915,0
406914,4388,0
406914,13,0
406914,4942,0
341634,3955,0
79746,2313,0
14466,2189,0
211074,669,0
145794,1250,0
145794,3990,0
145794,2821,0
145794,3263,0
80514,2158,0
80514,1031,0
80514,2954,0
277122,1103,0
211842,587,0
211842,1102,1
211842,794,0
146562,2791,0
146562,2821,0
212610,1808,0
212610,4079,0
409218,1481,0
343938,1393,0
343938,3092,0
82050,4871,0
278658,740,0
16770,4048,0
213378,2313,0
213378,4026,0
409986,596,0
344706,1825,0
214146,3319,0
148866,2639,0
345474,953,1
18306,1031,0
18306,1710,1
18306,3734,0
18306,1357,0
18306,4976,1
18306,4733,0
18306,4992,0
149634,1487,0
149634,742,0
346242,1487,0
84354,2776,0
84354,4760,1
280962,1890,0
412290,2928,0
150402,4044,0
85122,4794,0
281730,4287,0
19842,1425,0
216450,2465,0
151170,1968,1
347778,3323,1
20610,3952,0
20610,1131,0
217218,963,0
348546,3609,0
21378,293,0
414594,1999,0
152706,3161,0
349314,1557,0
415362,2879,0
88194,1098,0
22914,2286,0
219522,2393,0
416130,1193,0
23682,4966,0
155010,2883,0
89730,3990,0
89730,2173,0
89730,1102,0
286338,2926,0
221058,361,0
221058,598,0
417666,2469,0
90498,1724,0
90498,4444,0
90498,4186,0
287106,2565,0
25218,1500,0
156546,742,0
353154,4325,0
353154,3614,0
353154,4198,0
353154,4042,0
91266,503,0
91266,13,0
287874,1340,0
353922,2224,0
92034,2766,0
288642,3472,0
26754,296,0
224130,2565,1
158850,2173,0
355458,1501,0
290178,3984,0
28290,590,0
224898,2691,0
421506,4078,0
356226,2952,0
225666,3042,0
356994,1272,0
29826,4143,0
226434,1487,0
226434,1712,0
423042,1031,0
161154,3971,0
357762,361,0
95874,402,0
95874,3839,0
292482,4871,0
30594,4771,0
227202,2217,0
227202,4499,0
161922,3543,1
358530,967,0
96642,1713,0
227970,4427,0
359298,4009,0
228738,2810,0
360066,1884,0
163971,246,0
360579,587,0
295299,1049,0
230019,4911,0
361347,1200,0
99459,2032,0
296067,4131,0
34179,2860,0
34179,1861,0
362115,3602,0
296835,1742,1
231555,66,1
362883,1840,0
100995,2900,0
297603,3249,0
35715,2099,0
232323,3954,0
363651,4738,0
298371,4173,0
36483,3955,0
233091,1340,0
364419,1166,0
364419,4762,0
102531,1031,0
299139,4044,0
299139,606,0
168579,1492,0
38019,3734,0
234627,1399,0
169347,4841,0
365955,2436,0
300675,2031,0
38787,594,0
170115,1916,0
104835,4618,0
301443,1071,0
39555,698,0
105603,4083,1
40323,2435,0
106371,437,0
302979,2194,0
41091,4585,1
237699,4947,0
369027,4765,0
303747,3314,0
238467,2193,0
238467,4966,0
369795,3734,0
107907,1447,0
304515,3484,0
239235,4678,0
305283,2031,0
43395,4976,0
240003,2229,1
306051,4394,0
44163,3979,0
240771,3098,0
175491,669,1
110211,1056,0
306819,4392,1
44931,1425,0
44931,3734,1
241539,4361,0
241539,649,0
176259,2020,0
307587,437,0
45699,4044,0
242307,3578,0
177027,508,0
111747,2149,0
308355,1102,0
374403,742,0
112515,1200,0
309123,474,0
47235,4558,0
243843,1890,0
178563,2820,1
178563,3828,0
178563,3780,0
113283,1509,0
309891,1487,0
375939,4585,0
376707,4143,1
376707,829,0
180867,326,0
377475,4958,0
50307,2592,0
246915,437,0
378243,437,0
378243,4394,0
116355,1892,0
51075,747,0
51075,2688,0
51075,3103,0
51075,3898,0
117123,588,0
313731,3105,0
379779,3014,0
183939,63,0
315267,1895,0
53379,2209,0
53379,1310,0
53379,4044,0
184707,4950,0
184707,4234,0
184707,437,0
381315,141,0
316035,1643,0
54147,1485,0
54147,4760,0
316803,2397,0
55683,4361,0
252291,2834,0
121731,2721,0
384387,2138,0
122499,23,0
319107,467,0
188547,1103,0
319875,4662,0
254595,608,0
254595,2537,0
254595,3815,0
189315,4499,0
124035,3173,0
320643,798,0
124803,98,0
256131,4408,0
190851,2916,0
190851,3399,0
387459,3635,0
125571,1892,1
322179,2465,0
60291,4050,0
256899,1763,0
256899,1487,0
191619,4273,0
61827,326,0
193155,3734,0
127875,4585,0
324483,1861,0
62595,3460,0
259203,4480,0
193923,2036,0
390531,3103,0
128643,2138,0
128643,2482,0
325251,320,0
259971,4864,0
326019,3301,0
64131,121,1
195459,4747,0
326787,474,0
65667,1911,0
65667,4978,0
262275,1556,0
328323,905,0
66435,2882,0
1155,4173,0
1155,1472,0
197763,2613,0
197763,4044,0
132483,4265,0
329091,4976,0
67203,2791,0
198531,2787,0
133251,4042,0
133251,467,0
329859,4755,0
67971,872,0
199299,1346,1
395907,4724,0
330627,2108,0
134787,4926,0
134787,803,0
266115,1407,0
200835,35,0
397443,2511,0
135555,3173,0
135555,4079,0
332931,4394,0
5763,3959,0
202371,1102,0
202371,2031,0
398979,1923,0
71811,296,1
268419,3516,0
203139,598,1
137859,4992,0
72579,2403,0
203907,643,0
138627,1840,0
335235,4332,0
73347,3173,0
73347,3529,0
269955,2721,0
8067,3825,0
8067,4771,0
204675,4655,0
401283,3444,0
139395,2935,0
336003,3835,0
140163,794,0
336771,3826,0
206211,3826,0
140931,71,0
337539,3152,0
75651,120,0
272259,2273,0
338307,748,0
76419,121,0
76419,1923,0
273027,3460,0
142467,4979,0
142467,361,0
339075,4794,0
273795,740,0
208515,3363,0
339843,685,0
77955,3609,0
274563,2397,0
12675,2397,0
209283,4219,0
144003,606,0
275331,4642,0
13443,3290,0
13443,4536,0
13443,3910,0
406659,1470,0
79491,1141,0
276099,4044,0
14211,3853,0
210819,2126,0
407427,1393,0
407427,4173,1
80259,1963,0
80259,2745,0
276867,2928,0
14979,3753,0
408195,3443,0
342915,1031,0
81795,4287,0
213123,4173,0
147843,2459,0
82563,4554,0
279171,3971,0
17283,4735,0
213891,3930,0
213891,2459,0
410499,414,0
83331,4048,0
279939,1547,0
345987,3954,0
84099,4171,0
215427,1643,0
412035,293,0
281475,731,0
150915,1784,0
85635,439,0
282243,4322,0
20355,1574,1
151683,2435,1
283011,3018,0
21123,1356,0
217731,643,1
414339,3602,0
283779,3288,0
21891,4322,0
218499,3456,0
349827,2229,0
349827,747,0
87939,2928,0
219267,2872,0
415875,3885,0
153987,2935,0
350595,4049,0
350595,1749,0
88707,3881,0
23427,2856,0
220803,2217,0
417411,3971,0
155523,3319,1
286851,946,0
24963,2217,0
156291,786,0
352899,4747,0
287619,2138,0
25731,66,0
25731,1470,0
418947,542,0
288387,3986,0
26499,3971,0
354435,1495,0
92547,372,0
92547,523,1
27267,4048,0
27267,1370,0
420483,1890,0
158595,742,1
355203,4282,0
289923,3971,0
224643,1487,0
421251,3856,0
159363,1816,0
94083,1816,0
290691,3345,0
28803,2501,0
225411,3723,0
94851,4120,0
291459,4826,0
29571,4525,0
160899,3971,0
292227,606,0
226947,1659,1
423555,1978,0
161667,3839,0
358275,1031,0
292995,2482,1
31107,598,0
227715,310,0
162435,4512,0
359043,1900,0
31875,4647,0
228483,2217,0
359811,4177,0
32643,2565,0
229251,2465,0
295044,1056,0
229764,2954,0
99204,276,0
295812,3826,0
99972,141,0
362628,4048,1
297348,949,0
297348,3085,1
35460,4818,0
101508,2318,0
298116,3965,0
36228,1263,0
167556,4039,0
364164,742,0
102276,415,0
298884,3225,0
298884,3828,0
233604,508,0
103044,1489,0
365700,4539,0
103812,596,0
300420,742,0
235140,1427,0
366468,1487,0
301188,4090,0
39300,3650,0
235908,4417,0
105348,1056,1
105348,1749,0
301956,2629,0
171396,4992,0
302724,4768,0
40836,2928,0
172164,4427,0
106884,4976,0
238212,963,0
172932,2645,0
42372,2767,0
238980,2006,0
238980,3912,0
173700,1861,0
108420,4765,0
239748,4015,0
239748,361,0
174468,1964,1
371076,946,0
109188,1760,0
305796,320,0
43908,2128,0
43908,2775,0
240516,1618,0
175236,3614,0
109956,574,0
45444,1679,0
176772,3621,0
373380,2786,0
111492,1840,0
242820,1412,0
374148,310,0
243588,611,0
374916,1102,0
309636,1613,0
244356,1322,0
113796,1427,0
114564,3376,0
311172,4256,0
49284,4090,0
245892,2277,0
377220,4394,0
377220,3578,0
377220,3102,0
115332,2217,0
115332,4976,0
311940,1470,0
50052,3191,0
246660,141,0
181380,4659,0
247428,3891,0
378756,1833,0
378756,2403,0
313476,3545,0
313476,361,0
117636,4195,0
314244,4050,0
52356,4408,0
248964,4568,0
248964,2403,0
183684,951,0
380292,4050,0
249732,2026,0
249732,2537,0
381060,1999,0
381828,168,0
119940,2279,0
251268,145,0
185988,798,1
382596,1760,0
120708,3163,0
317316,1506,0
55428,3173,0
318084,3682,0
187524,4605,0
187524,2916,0
384132,3284,0
384132,4475,0
384132,4335,0
56964,4173,0
253572,4469,0
188292,3828,0
384900,1719,0
319620,3424,0
254340,2915,0
123780,4966,0
123780,4015,1
58500,4847,0
58500,3578,1
255108,2688,0
255108,4048,0
189828,4339,0
189828,643,0
189828,2303,0
189828,4425,0
386436,946,0
124548,4079,0
124548,3163,0
124548,310,0
59268,608,0
190596,3828,0
387204,4268,0
256644,4044,0
191364,2193,0
387972,2403,0
387972,2926,0
388740,293,0
126852,1725,0
61572,3828,0
192900,1833,0
324228,2193,0
62340,3826,0
258948,1487,0
390276,3941,0
128388,2565,0
63108,3637,0
259716,547,0
391044,4718,0
260484,141,0
195204,3952,0
261252,2217,0
130692,2864,0
327300,4044,0
65412,2313,0
65412,1742,0
132,4129,0
196740,4966,0
131460,1892,0
900,804,0
197508,4143,0
263556,1878,0
394884,4605,0
132996,4427,1
329604,4658,0
329604,3826,0
67716,2699,0
264324,4584,0
2436,1346,0
2436,4173,1
199044,3965,0
199044,1892,1
395652,4494,1
395652,2448,0
330372,4830,0
3204,1724,0
199812,4731,0
396420,1557,0
134532,3323,1
331140,4073,0
69252,4173,0
3972,3578,0
200580,794,0
200580,1356,0
135300,3878,0
266628,1340,0
266628,2422,0
4740,2579,0
201348,731,0
332676,4523,0
267396,1399,0
5508,3152,0
202116,63,0
333444,3529,0
71556,3578,0
268164,2935,0
268164,4728,0
6276,1910,0
399492,3839,0
268932,4966,0
268932,1742,0
400260,4739,0
138372,3925,0
138372,4090,0
269700,3022,0
7812,3103,0
7812,2688,0
7812,4491,0
335748,4864,0
335748,4659,0
205188,4044,0
139908,3350,0
336516,4170,0
74628,3822,0
74628,2901,0
271236,963,0
9348,4847,0
9348,1393,1
75396,1831,0
272004,4427,0
10116,1679,0
141444,4261,0
141444,3585,0
141444,4170,1
338052,2217,0
272772,4659,0
10884,3538,0
273540,4765,0
208260,4524,0
339588,2055,0
274308,3602,0
12420,3472,0
405636,946,0
78468,1075,0
13188,597,0
341124,2579,0
79236,2537,0
13956,2721,0
407172,4818,0
80004,467,0
276612,4558,0
14724,4280,0
277380,3462,0
408708,2872,0
146820,1618,0
146820,4976,0
343428,2026,0
343428,1305,0
81540,3460,0
278148,1707,0
278148,4976,0
16260,1885,0
16260,826,0
147588,1487,0
344196,3734,0
278916,3022,0
17028,1999,0
213636,4280,0
148356,4079,0
214404,4196,0
149124,346,0
215172,2051,0
411780,2994,0
149892,2537,0
149892,3086,0
346500,1659,0
19332,4993,0
215940,4336,0
150660,1067,0
347268,386,0
20100,4043,0
413316,2639,0
151428,1892,0
348804,4170,0
86916,1454,1
283524,3054,0
414852,361,0
349572,2567,0
87684,4463,0
415620,2821,0
415620,255,0
153732,1618,1
153732,4585,0
153732,2721,0
88452,4044,0
154500,1322,0
351108,1195,0
89220,4444,0
285828,4256,0
285828,2856,1
285828,4115,0
285828,4724,0
285828,3392,0
417156,598,0
155268,3472,0
351876,66,0
89988,2148,0
89988,3073,0
89988,4247,0
221316,2636,0
156036,441,0
287364,63,0
287364,265,0
222084,3319,0
418692,4044,0
156804,3826,0
353412,643,0
288132,1133,0
419460,1067,0
354180,1708,0
288900,2730,0
288900,3578,0
27012,4287,1
223620,689,0
158340,3410,0
354948,798,0
289668,946,0
159108,1884,0
93828,2242,0
356484,4118,0
94596,1103,1
291204,3472,0
29316,1742,0
160644,2450,0
357252,812,0
291972,1310,0
30084,3460,0
358020,2403,0
96132,3472,0
292740,1764,0
30852,3108,0
424068,2173,0
358788,2099,0
358788,649,0
96900,121,0
228228,200,0
162948,4129,0
359556,1710,0
32388,1968,0
228996,586,0
360324,4993,0
32901,3086,0
229509,4267,1
164229,1298,0
33669,1259,0
33669,3345,0
230277,4933,0
361605,4282,0
361605,4818,0
99717,1850,0
296325,1840,0
34437,4173,0
231045,2435,0
100485,1581,0
297093,4600,0
231813,3828,0
166533,2620,0
363141,2869,0
101253,3734,0
297861,3655,0
167301,511,0
102021,2294,0
168069,1500,0
102789,190,0
37509,4280,0
168837,1810,0
169605,4818,0
39045,1719,0
235653,1527,0
235653,1703,0
235653,1332,0
235653,2220,0
366981,4607,0
39813,198,0
171141,643,0
367749,3105,0
302469,3734,0
237189,4090,0
171909,415,1
41349,588,0
237957,1272,0
172677,898,0
369285,1487,0
107397,2242,0
304005,4050,0
42117,1679,0
42117,1892,0
238725,437,0
238725,4659,0
370053,2273,0
304773,133,0
305541,323,0
240261,1956,0
174981,1357,0
174981,4534,0
174981,323,0
371589,606,0
371589,760,0
371589,2036,0
371589,1050,0
109701,1352,0
306309,4444,0
241029,361,0
175749,697,0
307077,4756,1
307077,323,0
45189,264,0
177285,1529,0
373893,2981,0
308613,1536,0
46725,1056,0
46725,3445,0
243333,4864,0
243333,4026,0
178053,4267,0
374661,2215,0
374661,2167,0
112773,3635,0
112773,361,0
